,AFFILIATION,conf,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,porpag,adjoe,Rec Rank,ast/tov,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade/(dunksmade+dunksmiss),drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,mp,oreb,dreb,treb,ast,stl,blk,pts,Position,Class
809,Michigan State,B10,35,65.7,104.3,23.4,53.5,53.29,11.9,23.5,12.2,17.1,51,104,0.49,182,340,0.535,0,0,0.0,6.3,2.5,30.6,Sr,3.12449,116.128,97.0,0.88058303,0.75,0.3352,0.9362,90.3602,84.0202,4.41156,242.321,8.87752,2.39359,6.48393,30.1429,2.9143,6.1714,9.0857,1.6857,1.2,1.6571,11.8571,PF/C,0
810,Kansas,B12,35,81.4,112.3,25.1,49.9,56.34,8.4,12.3,9.2,15.9,176,227,0.775,146,296,0.493,43,126,0.341,3.1,2.1,53.8,Fr,4.33229,126.019,100.0,0.67502293,0.6970000000000001,0.3354,0.9,101.712,94.4649,3.98001,206.932,7.145689999999999,4.66538,2.48031,32.8,2.1714,3.6857,5.8571,1.5429,1.1714,0.9714,17.0571,Wing F,1
811,Duke,ACC,35,76.4,111.7,31.6,51.1,55.77,11.4,23.1,8.7,14.5,160,214,0.748,198,393,0.504,38,106,0.358,4.0,2.1,42.9,Fr,5.00949,134.942,99.4,0.50615734,0.6231,0.3834,0.9242,98.2252,93.1302,3.87471,217.143,6.228280000000002,4.13547,2.09281,30.6571,3.0,5.7429,8.7429,1.1714,1.0571,1.2286,19.1429,PF/C,1
812,Kansas,B12,28,45.9,112.0,24.4,62.9,65.5,12.7,27.3,11.5,24.1,98,143,0.685,106,166,0.639,1,5,0.2,11.7,2.3,83.6,Fr,2.99109,125.154,97.4,0.57574986,0.8081,0.3846,1.0,90.0859,83.51899999999998,3.6851,176.27599999999995,12.7402,3.37781,9.36236,23.1071,2.3214,5.7857,8.1071,1.3571,0.8929,2.5714,11.1786,C,1
813,Arizona,P12,38,77.1,105.5,23.2,51.6,50.27,10.4,19.3,13.0,12.4,76,180,0.422,173,337,0.513,16,45,0.35600000000000004,3.4,1.8,47.1,Fr,2.9415,115.178,99.6,1.36361758,0.6919,0.2571,0.9643,87.7492,83.3035,4.9619300000000015,242.823,8.3179,2.89022,5.4276800000000005,31.2368,2.6842,5.2895,7.9737,1.9737,0.8947,1.0263,12.3684,Wing F,1
814,Oklahoma State,B12,33,82.2,102.2,28.1,45.5,53.24,5.4,14.2,26.8,21.1,167,215,0.777,113,243,0.465,38,131,0.29,2.2,5.3,57.5,Fr,3.63131,115.719,98.2,1.25225949,0.5982,0.3561,0.8667,85.2491,81.0731,5.1168,272.437,10.5777,4.4735,6.10424,33.5152,1.5152,4.303,5.8182,4.2121,3.0,0.6667,15.3636,Scoring PG,1
815,Oklahoma State,B12,31,72.9,110.4,29.9,48.6,55.18,5.1,14.9,30.1,15.4,182,250,0.728,114,222,0.514,49,164,0.299,1.9,5.0,64.8,So,4.5993900000000005,129.023,98.2,1.80485405,0.7091,0.3186,0.8889,91.3572,87.4668,4.69701,246.092,11.9444,7.06262,4.8817900000000005,32.7097,1.4194,4.4839,5.9032,4.7742,2.8710000000000004,0.5806,17.9677,Scoring PG,1
816,Kentucky,SEC,40,76.3,111.2,26.2,50.4,56.59,13.4,24.7,10.0,18.7,204,289,0.706,193,374,0.516,3,18,0.16699999999999998,2.6,1.0,73.7,Fr,4.16801,127.016,99.8,0.5643564,0.6701,0.3466,0.925,96.732,91.0035,4.09889,249.652,5.2319900000000015,3.14857,2.0834200000000003,30.825,3.5,6.925,10.425,1.425,0.5,0.775,14.975,C,1
817,Michigan,B10,38,76.4,121.9,16.4,59.6,63.05,2.1,9.6,7.8,14.3,70,83,0.843,58,116,0.5,79,180,0.439,0.8,1.2,28.0,Fr,4.11983,122.779,78.2,1.18179463,0.6667,0.339,0.8571,102.225,95.9965,3.16947,171.72099999999998,6.76203,5.67386,1.08817,30.8421,0.5263,2.5263,3.0526,1.3684,0.5789,0.2368,11.1316,Wing G,1
818,Michigan,B10,36,86.0,124.1,23.9,58.6,64.17,1.6,8.8,18.8,14.0,168,204,0.8240000000000001,93,186,0.5,92,208,0.442,0.9,1.0,51.8,So,6.30439,139.096,78.2,1.76121657,0.6092,0.404,0.8824,107.646,101.814,3.41738,171.68200000000004,7.59555,7.7808899999999985,-0.185343,35.5833,0.4167,2.5,2.9167,3.2778,0.5556,0.3056,17.5,Combo G,1
819,Indiana,B10,30,61.8,109.1,21.5,56.0,60.43,10.8,27.3,4.9,21.8,96,134,0.716,97,183,0.53,16,33,0.485,5.4,1.9,62.0,Fr,2.4765200000000003,114.762,98.0,0.2812544,0.5984,0.3934,0.8889,90.6372,86.69,3.93211,195.609,5.27582,0.682888,4.59293,26.4667,2.3667,6.6,8.9667,0.6,0.8667,1.3667,11.2667,PF/C,1
820,Louisiana-Lafayette,SB,31,55.8,82.6,24.5,44.7,48.68,3.4,13.8,27.7,31.5,75,133,0.564,76,162,0.469,0,8,0.0,1.2,2.6,78.2,Fr,0.0894791,85.5037,,0.95831178,0.62,0.2097,1.0,94.4662,94.9612,2.43142,144.276,-1.99399,-4.10715,2.11316,22.7742,0.6774,2.9032,3.5806,2.9677,1.0323,0.2903,7.3226,Scoring PG,1
821,Louisiana-Lafayette,SB,32,88.1,103.6,26.9,49.4,53.06,4.2,13.6,33.5,19.5,132,205,0.644,167,338,0.494,16,49,0.327,1.9,3.9,53.0,So,3.41592,111.836,,1.64150943,0.6461,0.3312,0.9474,98.4787,100.306,3.13048,249.859,4.39831,2.86404,1.53427,35.6562,1.375,4.3125,5.6875,5.4375,2.4375,0.6562,16.0625,Scoring PG,1
822,Louisiana-Lafayette,SB,32,90.2,107.4,29.5,51.6,54.07,7.2,12.0,32.3,19.4,167,283,0.59,205,384,0.534,14,54,0.259,1.5,3.6,64.6,Jr,4.04504,120.01,,1.52068129,0.6842,0.2628,0.875,102.995,102.617,3.38689,234.903,6.7896100000000015,4.67287,2.11674,36.9062,2.4375,3.8125,6.25,5.75,2.3438,0.5625,19.3438,Scoring PG,1
823,Creighton,MVC,39,72.4,110.1,26.2,58.1,60.67,9.6,20.5,9.8,18.5,94,126,0.746,173,303,0.5710000000000001,47,116,0.405,0.4,0.6,30.1,Fr,3.52158,119.973,69.2,0.51721358,0.7219,0.4238,0.8333,102.733,101.427,2.56243,188.789,1.91937,3.00352,-1.08415,29.0513,2.1026,5.0769,7.1795,1.1538,0.2821,0.1026,14.8974,Stretch 4,1
824,Creighton,MVC,35,79.2,123.8,28.5,65.4,67.84,9.9,20.5,8.0,14.7,133,167,0.7959999999999999,253,400,0.632,54,111,0.486,0.3,0.4,32.7,So,6.22876,140.996,69.2,0.46834434,0.7352,0.4558,1.0,103.987,101.876,2.69096,188.725,4.75873,6.8159800000000015,-2.05725,31.9143,2.4,5.8286,8.2286,1.0571,0.2,0.0857,22.8857,PF/C,1
825,Creighton,MVC,36,79.0,121.3,31.7,62.3,67.19,7.1,20.9,12.4,15.9,189,216,0.875,207,361,0.573,77,157,0.49,0.2,0.4,41.7,Jr,6.681960000000001,144.82,69.2,0.6128982,0.6802,0.4458,1.0,97.5417,94.353,3.46083,202.421,6.3323800000000015,6.75132,-0.418947,31.6111,1.6111,6.0556,7.6667,1.5833,0.2222,0.0556,23.1667,Stretch 4,1
826,Creighton,BE,35,84.4,124.4,32.8,60.3,64.43,6.4,17.8,11.5,9.8,178,206,0.8640000000000001,234,413,0.5670000000000001,96,214,0.449,0.5,0.4,32.9,Sr,7.47014,151.483,69.2,0.88709499,0.6943,0.4098,1.0,104.837,100.924,3.36736,195.46400000000003,6.639639999999999,8.15612,-1.5164799999999998,33.7429,1.6286,5.3429,6.9714,1.5714,0.2286,0.1429,26.6857,Stretch 4,1
827,California-Los Angeles,P12,37,60.7,107.3,19.0,52.4,54.48,2.4,9.5,12.6,13.9,47,68,0.691,79,160,0.494,48,128,0.375,0.8,2.1,23.6,Fr,1.90023,110.248,90.0,1.57149149,0.5667,0.4118,0.84,103.564,98.8807,2.59395,148.504,2.74348,2.46177,0.28170700000000004,24.4324,0.4865,2.0541,2.5405,1.7838,0.8919,0.1622,9.4324,Wing G,1
828,North Carolina State,ACC,35,67.2,125.4,18.5,64.5,63.78,9.6,8.1,5.9,11.2,39,72,0.542,172,272,0.632,14,27,0.519,1.5,2.6,24.1,Fr,4.09771,127.843,95.6,0.82355363,0.7535,0.5,1.0,103.595,98.7874,2.52882,160.227,6.78402,6.21468,0.569337,26.9714,2.1143,2.0571,4.1714,0.8,1.2,0.4286,12.1429,Wing F,1
829,North Carolina State,ACC,35,84.8,113.7,33.6,54.8,57.35,10.8,12.8,8.6,12.2,156,226,0.69,311,536,0.58,31,116,0.267,1.8,3.1,34.7,So,6.29422,139.697,95.6,0.48195156,0.7649,0.4196,1.0,102.54,98.2359,3.80547,233.712,7.66874,7.042960000000001,0.625785,35.3714,3.2286,3.9143,7.1429,1.1429,1.8,0.6,24.8857,Wing F,1
830,Michigan State,B10,33,22.4,91.0,18.8,47.9,48.5,12.1,18.4,3.5,21.5,17,35,0.486,34,70,0.486,0,1,0.0,10.1,1.8,49.3,Fr,0.323353,95.3286,95.8,0.24995875,0.6512,0.2222,1.0,93.8686,86.5982,1.2537,66.2424,2.16934,-2.94027,5.10962,9.0606,0.9394,1.4545,2.3939,0.1515,0.2727,0.8485,2.5758,C,1
831,Michigan State,B10,37,44.5,111.7,19.6,56.9,60.16,11.0,16.9,3.6,18.3,62,89,0.6970000000000001,97,171,0.5670000000000001,1,2,0.5,6.9,2.3,51.4,So,2.0203900000000004,117.05,95.8,0.3076558,0.7294,0.407,0.9118,87.3314,81.8173,2.75125,143.296,6.50447,1.4569,5.04757,17.8649,1.5405,2.7027,4.2432,0.3243,0.6757,1.0541,7.0,PF/C,1
832,Michigan State,B10,35,64.6,114.2,20.4,58.0,63.06,9.9,24.0,6.0,20.9,85,101,0.8420000000000001,117,201,0.5820000000000001,16,42,0.381,5.5,1.8,41.6,Jr,3.4459,122.352,95.8,0.40324037,0.7353,0.4242,0.907,87.7897,81.8643,3.94704,197.371,7.46183,2.84486,4.6169699999999985,25.8286,2.0286,5.4857,7.5143,0.7143,0.7429,1.2571,10.4857,PF/C,1
833,Michigan State,B10,31,56.7,113.5,27.1,56.5,60.66,6.8,22.9,10.2,16.1,109,138,0.79,134,250,0.536,44,104,0.423,3.8,1.0,39.0,Sr,4.11945,130.155,95.8,0.65078975,0.7115,0.411,0.9048,96.6971,91.739,3.68035,170.62900000000005,5.16282,3.50668,1.6561400000000002,28.0645,1.5484,5.7097,7.2581,1.3226,0.4839,0.9032,16.4194,Stretch 4,1
834,Kentucky,SEC,40,80.2,111.7,21.8,49.8,53.64,3.7,11.0,10.8,15.9,125,177,0.706,101,215,0.47,82,235,0.349,0.6,1.4,39.3,Fr,3.736,121.225,98.4,0.89333331,0.6292,0.3571,0.9091,103.077,96.9728,3.64344,199.576,4.71558,4.2062599999999986,0.509324,32.4,1.025,3.25,4.275,1.675,0.75,0.2,14.325,Wing G,1
835,Syracuse,ACC,34,88.7,114.5,22.7,45.3,51.07,2.6,9.0,32.5,13.8,114,149,0.765,118,275,0.429,30,85,0.353,0.7,3.9,41.4,Fr,4.3659,123.151,95.6,3.2413389,0.5528,0.3333,1.0,97.6955,92.6229,4.56203,202.885,6.86227,4.85439,2.00787,35.7353,0.7941,2.5882,3.3824,5.5294,2.1176,0.1765,12.9412,Pure PG,1
836,Michigan State,B10,33,70.5,115.1,20.4,56.4,58.75,3.7,6.3,9.5,14.8,65,89,0.73,84,169,0.4970000000000001,65,153,0.425,0.7,2.8,27.6,Fr,4.193219999999998,124.307,96.4,0.8958405,0.6129,0.3553,0.75,96.144,89.3441,3.79433,154.748,7.024310000000002,5.43082,1.59349,29.9091,0.8788,1.6667,2.5455,1.3030000000000002,1.3636,0.1818,12.9697,Combo G,1
837,Michigan State,B10,35,73.7,114.4,25.3,51.8,56.08,4.0,10.2,16.8,12.7,115,142,0.81,114,225,0.507,81,230,0.35200000000000004,1.6,3.4,31.2,So,4.73592,130.372,96.4,1.56664521,0.625,0.4016,1.0,98.3044,92.577,4.11667,208.288,8.43181,6.41981,2.012,32.3143,1.0571,2.9429,4.0,2.6857,1.8,0.4286,16.7429,Combo G,1
838,Michigan,B10,38,49.3,112.5,21.2,60.2,58.81,15.5,22.1,6.4,18.3,22,50,0.44,130,216,0.602,0,0,0.0,4.0,3.4,23.1,Fr,2.56847,121.427,94.6,0.53193726,0.7739,0.402,0.8966,89.8253,84.3523,2.84422,179.144,8.47229,3.93554,4.53675,19.9211,2.5,3.7368,6.2368,0.6579,1.0789,0.7368,7.4211,C,1
839,Michigan,B10,8,13.2,113.2,24.1,54.5,57.23,15.5,27.2,12.6,17.5,16,24,0.667,30,53,0.5660000000000001,0,2,0.0,3.2,4.9,43.6,So,2.93483,122.566,94.6,0.92307692,0.7391,0.4333,1.0,90.2124,86.8159,3.60663,51.044,10.8315,4.6351,6.19639,24.625,2.875,5.375,8.25,1.5,1.875,0.75,9.5,C,1
840,California-Los Angeles,P12,33,70.4,114.9,22.4,50.9,57.17,2.4,11.2,11.3,10.3,129,153,0.843,119,219,0.5429999999999999,46,150,0.307,1.1,4.2,41.5,Fr,4.23623,124.842,87.4,1.4500453000000002,0.7397,0.4422,,95.4443,91.6148,3.54817,212.973,8.397910000000001,5.79447,2.60344,30.2727,0.6364,3.2121,3.8485,1.7576,2.2121,0.3636,15.303,Combo G,1
841,California-Los Angeles,P12,36,72.6,121.5,25.7,54.5,60.33,7.5,13.1,14.7,11.0,158,189,0.836,156,283,0.551,52,146,0.35600000000000004,0.6,5.0,44.1,So,4.99943,135.62,87.4,1.55553341,0.7099,0.4065,,95.7886,91.6561,3.965980000000001,243.718,10.5718,7.717189999999999,2.8545700000000003,30.0556,1.8611,3.4722,5.3333,2.3333,2.6389,0.1389,17.3889,Wing G,1
842,Duke,SEC,32,77.8,113.2,16.1,52.4,53.51,3.5,13.3,11.9,10.8,27,41,0.659,80,158,0.506,47,129,0.364,1.3,0.8,14.3,Fr,2.83389,109.821,94.4,2.13333333,0.6667,0.4688,0.8333,104.614,101.833,2.72746,158.15200000000004,3.5277199999999995,3.30626,0.221459,32.8125,0.9688,3.8125,4.7812,2.0,0.4062,0.4375,10.25,Wing F,1
843,Duke,ACC,35,81.9,119.8,22.3,55.0,59.02,2.9,11.7,13.2,12.8,109,135,0.807,120,243,0.494,71,169,0.42,0.8,1.3,32.8,So,4.83862,130.274,94.4,1.38887811,0.6351,0.4345,0.875,105.837,100.347,3.33286,164.685,6.3778,5.830419999999998,0.547379,32.8571,0.8286,3.1143,3.9429,2.1429,0.7143,0.2571,16.0571,Wing F,1
844,Connecticut,BE,41,58.4,103.0,20.9,45.6,50.7,3.0,7.8,24.1,22.6,74,96,0.7709999999999999,54,129,0.419,46,141,0.326,0.5,4.2,35.6,Fr,2.06516,110.385,83.8,1.65330997,0.5,0.3385,0.0,97.1752,90.6274,2.9445900000000003,180.847,5.99911,3.60676,2.39235,23.8049,0.6341,1.7805,2.4146,3.0244,1.6098,0.122,7.8049,Scoring PG,1
845,Connecticut,BE,34,86.6,107.4,23.6,47.3,52.46,2.3,8.5,32.6,20.7,110,148,0.743,77,184,0.418,59,166,0.355,0.8,2.9,42.3,So,3.99622,117.588,83.8,2.10637693,0.5714,0.29,,101.471,96.1535,3.63024,195.93,5.42218,4.8361800000000015,0.586005,35.0294,0.6765,2.8529,3.5294,5.8235,1.6471,0.2647,12.9706,Pure PG,1
846,Connecticut,BE,28,83.8,115.3,24.2,54.4,59.84,1.7,11.6,27.9,16.3,118,144,0.8190000000000001,78,160,0.487,68,171,0.398,0.3,3.3,43.5,Jr,5.48677,128.058,83.8,1.92532075,0.6571,0.3516,,96.6926,92.6125,4.13694,190.602,8.406989999999999,6.8898600000000005,1.51713,37.25,0.5,3.8929,4.3929,4.6071,2.0,0.1071,17.0714,Scoring PG,1
847,Connecticut,Amer,40,87.2,115.9,28.1,51.7,59.11,3.4,15.0,30.8,17.7,207,238,0.87,126,281,0.448,87,215,0.405,1.0,3.2,48.0,Sr,5.63514,134.239,83.8,1.71052637,0.5726,0.3576,,93.6766,89.1857,4.90187,280.829,10.6422,6.8767,3.7655,35.1,0.95,4.9,5.85,4.875,1.825,0.325,18.0,Scoring PG,1
848,Washington,P10,33,37.1,122.9,20.1,56.5,58.33,4.6,9.6,9.6,11.1,25,31,0.8059999999999999,27,58,0.466,63,157,0.401,1.8,1.5,14.4,Fr,2.40503,128.825,78.0,1.38089251,0.6667,0.375,1.0,100.469,95.7983,1.70544,88.6409,5.9501300000000015,6.05609,-0.105953,15.8485,0.6667,1.3939,2.0606,0.8788,0.4242,0.303,8.1212,Wing G,1
849,Washington,P12,32,64.7,120.4,20.3,54.2,58.01,3.0,9.7,8.2,12.2,78,93,0.8390000000000001,79,167,0.473,73,181,0.403,2.2,1.8,26.7,So,3.84753,123.558,78.0,0.97503996,0.5476,0.448,1.0,100.393,97.1772,2.86254,159.577,5.34923,4.45196,0.8972709999999999,28.5,0.8125,2.5625,3.375,1.2188,0.9062,0.625,14.2188,Wing G,1
850,Washington,P12,34,86.4,111.3,23.9,49.7,53.36,3.9,10.6,12.4,13.5,93,114,0.816,126,275,0.458,75,205,0.366,3.0,1.9,23.8,Jr,4.61186,122.35,78.0,1.03178801,0.6296,0.4182,0.7143,101.396,96.9288,3.47571,204.099,6.27681,4.56734,1.70947,34.8235,1.1765,3.1176,4.2941,1.9118,1.0882,1.0294,16.7647,Wing G,1
851,Washington,P12,32,86.5,119.6,23.1,55.6,59.77,2.3,10.6,15.4,12.2,103,118,0.873,107,205,0.522,90,230,0.391,2.8,1.7,27.1,Sr,4.9257,128.704,78.0,1.49997033,0.6747,0.4215,0.9167,108.415,104.768,2.99175,183.651,6.08701,5.60009,0.486916,34.875,0.6875,3.0312,3.7188,2.5312,1.0,1.0,18.3438,Wing G,1
852,Stanford,P10,28,22.2,109.4,13.9,45.5,48.84,11.6,12.9,5.1,11.0,13,20,0.65,22,45,0.489,2,10,0.2,2.9,0.7,36.4,Fr,0.607428,102.765,62.8,1.0,0.5238,0.4583,1.0,100.563,97.779,0.992557,45.8506,1.7099400000000002,0.7950699999999999,0.91487,9.8571,0.9643,1.0357,2.0,0.25,0.1071,0.25,2.25,PF/C,1
853,Stanford,P12,37,49.3,105.3,15.9,47.3,48.48,9.9,17.8,8.5,13.5,38,74,0.514,61,124,0.4920000000000001,12,43,0.279,6.4,1.4,44.3,So,1.16544,101.379,62.8,1.22228309,0.5636,0.4348,0.9,89.6877,87.8321,2.63575,156.791,6.91777,1.34942,5.56836,20.0541,1.7027,3.0541,4.7568,0.8919,0.4595,1.1622,5.2973,PF/C,1
854,Stanford,P12,34,80.0,108.5,18.0,50.3,52.57,11.2,20.9,5.7,14.4,54,81,0.667,113,225,0.502,26,77,0.338,6.2,1.4,26.8,Jr,2.96283,110.586,62.8,0.62501768,0.6322,0.4203,0.8696,93.0473,89.0035,4.09741,238.597,7.287789999999998,2.65201,4.6357800000000005,32.1176,3.2647,5.7647,9.0294,0.8824,0.7647,2.0882,10.5294,PF/C,1
855,Stanford,P12,36,87.6,107.8,17.9,48.8,50.96,8.8,18.4,6.8,11.2,64,102,0.627,130,269,0.483,26,77,0.338,5.9,1.0,29.5,Sr,2.65382,109.507,62.8,1.0,0.7253,0.3596,0.9697,99.6274,94.4074,4.28979,245.778,5.54168,1.55609,3.98559,35.1667,2.5278,5.6667,8.1944,1.1944,0.5833,1.9167,11.1667,PF/C,1
856,California-Los Angeles,CAA,31,72.7,102.0,15.2,50.6,51.31,2.3,7.6,5.4,13.5,14,21,0.667,29,59,0.4920000000000001,68,200,0.34,0.8,0.9,8.1,Fr,1.19038,95.7806,,0.72728985,0.75,0.4255,,104.818,106.65,2.05121,134.297,0.662083,1.91393,-1.25185,30.6129,0.6129,2.2903,2.9032,0.7742,0.4839,0.2581,8.9032,Wing G,1
857,California-Los Angeles,CAA,33,81.7,104.6,14.7,48.7,51.63,3.2,7.0,6.7,15.6,44,58,0.759,35,79,0.443,62,184,0.337,1.4,1.3,22.1,So,1.46073,96.7825,,0.85715407,0.5,0.4118,1.0,106.486,106.592,2.19043,155.799,0.920637,1.81005,-0.8894120000000001,33.1818,0.9091,2.1818,3.0909,1.0909,0.7273,0.4545,9.0909,Wing G,1
858,California-Los Angeles,P12,35,73.7,100.2,21.2,43.0,48.48,8.0,23.0,20.8,18.9,86,117,0.735,114,255,0.447,8,38,0.211,2.8,3.4,39.9,Fr,2.41735,107.547,99.6,1.67123739,0.5926,0.3401,1.0,90.5974,86.789,3.99921,263.563,8.05055,2.39874,5.65181,29.8857,2.1143,6.5143,8.6286,3.4857,1.7714,0.8857,9.6571,Wing F,1
859,California-Los Angeles,CAA,35,86.5,114.6,14.1,52.8,55.34,2.6,8.7,4.7,9.5,49,63,0.778,40,91,0.44,85,226,0.376,0.9,1.3,19.9,Jr,2.01271,104.438,,1.10342751,0.5238,0.3673,0.5,109.678,109.286,2.4502900000000003,185.092,1.7418900000000002,2.23371,-0.491819,34.7429,0.8571,2.8286,3.6857,0.9143,0.8286,0.3143,10.9714,Wing G,1
860,California-Los Angeles,P12,36,80.3,110.6,26.0,51.7,56.62,4.5,25.5,34.3,20.2,137,186,0.737,153,319,0.48,28,58,0.483,2.7,3.1,49.3,So,4.14984,123.681,99.6,2.11814376,0.6364,0.4236,1.0,94.3457,90.2755,4.543,282.93,9.78061,4.28947,5.49115,33.2222,1.25,7.5,8.75,6.4722,1.7778,0.75,14.6389,Wing F,1
861,California-Los Angeles,CAA,23,64.9,95.9,23.8,45.7,48.88,1.7,11.3,14.3,14.5,46,56,0.821,62,143,0.434,54,170,0.318,1.1,1.3,17.9,Sr,1.5924,99.0155,,1.02223355,0.614,0.314,1.0,109.864,110.302,2.00042,123.94,-1.39112,0.717282,-2.1084,34.2609,0.5217,3.4783,4.0,2.0,0.7391,0.3478,14.4348,Wing G,1
862,Virginia,ACC,31,72.8,105.3,20.1,54.5,56.96,4.6,14.0,10.3,17.3,44,58,0.759,42,100,0.42,65,156,0.417,1.5,1.9,22.7,Fr,2.52351,109.901,73.8,0.79596357,0.5532,0.3019,,100.621,97.0835,3.01558,152.191,5.2339400000000005,3.05488,2.17906,29.3548,1.129,3.2258,4.3548,1.2581,0.871,0.3548,10.4194,Wing G,0
863,Virginia,ACC,32,75.4,109.2,21.1,53.1,56.97,4.1,12.1,13.0,14.7,71,92,0.772,72,145,0.4970000000000001,49,129,0.38,1.5,1.6,33.6,So,3.07703,113.747,73.8,1.19568692,0.5571,0.44,0.75,90.7005,88.0788,4.0056,158.299,5.90135,3.14758,2.7537700000000003,30.2812,0.9062,2.9688,3.875,1.7188,0.7188,0.375,11.3125,Wing G,0
864,Virginia,Slnd,15,14.3,103.7,14.4,56.0,53.53,5.7,11.4,6.3,14.8,0,4,0.0,10,18,0.556,9,24,0.375,0.0,1.1,9.5,Sr,0.308967,93.2673,,0.83324997,1.0,0.4286,1.0,112.207,115.371,0.380309,22.799,-4.56462,-0.934572,-3.63005,10.0667,0.6,1.0,1.6,0.3333,0.2,0.0,3.1333,Wing G,0
865,Virginia,ACC,35,81.1,111.1,26.3,56.3,59.47,3.5,11.9,16.1,15.2,111,150,0.74,114,227,0.502,77,181,0.425,1.8,1.8,36.8,Jr,4.53126,124.174,73.8,1.08570004,0.5481,0.4634,1.0,92.4279,90.68,3.96345,188.453,6.914619999999998,5.42865,1.48596,32.5429,0.8571,3.1714,4.0286,2.1714,0.8857,0.4857,16.2857,Wing G,0
866,Virginia,ACC,37,71.8,113.4,22.1,54.7,56.48,2.7,9.8,18.1,13.4,73,114,0.64,77,158,0.487,72,180,0.4,0.9,2.2,33.7,Sr,3.44919,122.301,73.8,1.75001923,0.679,0.2857,0.5,93.7017,89.0955,4.04406,172.192,8.39072,5.6791,2.71162,28.8108,0.5946,2.3514,2.9459,2.2703,0.9459,0.2162,11.973,Combo G,0
867,Wichita State,MVC,39,62.8,113.7,26.8,51.4,56.5,10.5,14.6,5.5,14.3,129,163,0.7909999999999999,137,256,0.535,47,148,0.318,4.4,1.8,40.3,Jr,3.79695,127.494,,0.37702191,0.7143,0.3443,0.8077,94.4953,90.0426,3.12372,180.237,5.6228,4.31091,1.31189,25.1026,2.2821,3.1538,5.4359,0.5897,0.7436,0.8974,13.9487,Stretch 4,0
868,Wichita State,MVC,35,68.5,117.7,26.4,57.3,62.88,5.6,19.0,6.1,16.2,144,171,0.8420000000000001,117,202,0.579,64,170,0.376,3.4,1.7,46.0,Sr,3.90102,128.731,,0.373139,0.7525,0.4059,0.95,91.1751,89.8207,3.7884,187.93400000000003,5.69725,3.82256,1.87469,27.4857,1.2857,4.7143,6.0,0.7143,0.7714,0.8,16.2857,Stretch 4,0
869,Tennessee,SEC,17,32.4,98.7,22.4,53.4,54.74,12.0,21.2,6.4,21.8,37,65,0.569,63,115,0.5479999999999999,0,3,0.0,5.3,2.3,55.1,Fr,2.15913,109.145,92.0,0.34286964,0.7097,0.3585,0.9091,92.2361,86.6854,3.45365,97.4004,4.08796,-0.31917,4.40713,25.6471,2.5882,4.8235,7.4118,0.7059,0.9412,1.3529,9.5882,C,0
870,Tennessee,SEC,33,71.0,107.4,25.9,52.8,54.52,17.3,22.3,10.9,17.3,110,194,0.5670000000000001,149,282,0.528,0,0,0.0,4.1,1.5,68.8,So,3.62426,120.657,92.0,0.6176356,0.6515,0.25,0.95,94.0974,91.725,3.3703800000000004,195.972,6.64296,3.88828,2.75469,28.8485,4.1818,5.4545,9.6364,1.2727,0.6970000000000001,1.1212,12.3636,C,0
871,Tennessee,SEC,36,81.2,117.2,25.7,53.7,58.01,15.1,23.2,13.4,16.1,156,226,0.69,196,365,0.537,0,0,0.0,2.8,1.4,61.9,Jr,4.95666,131.64,92.0,0.92206274,0.6779,0.3544,0.9615,95.0776,90.9367,4.3692,227.969,9.18819,5.26666,3.92153,32.7222,4.1944,6.4722,10.6667,1.9722,0.6944,0.8889,15.2222,C,0
872,Louisiana State,SEC,28,44.8,84.5,28.5,40.4,44.29,15.3,19.8,4.2,23.2,55,88,0.625,89,216,0.412,2,12,0.16699999999999998,3.8,1.5,38.6,Fr,0.7998109999999999,95.249,92.2,0.16668787,0.6447,0.2857,1.0,94.3967,90.6751,2.62723,116.671,-3.74262,-4.72689,0.984279,21.4286,3.0714,3.6071,6.6786,0.3929,0.5357,0.75,8.5357,C,0
873,Louisiana State,SEC,29,67.1,94.1,28.0,48.4,50.91,11.4,21.3,13.1,22.7,84,141,0.596,150,307,0.489,3,12,0.25,2.4,1.0,44.2,So,2.28977,106.941,92.2,0.52689515,0.7944,0.325,0.9524,97.2982,95.0804,3.06369,165.24599999999995,-0.526165,-1.0244,0.498239,29.1379,3.069,5.6552,8.7241,1.6897,0.5172,0.6897,13.5517,PF/C,0
874,Louisiana State,SEC,34,74.2,98.6,28.5,49.8,52.78,10.8,16.6,11.5,21.0,118,186,0.634,202,407,0.496,1,2,0.5,2.9,1.0,45.5,Jr,2.66127,113.53,92.2,0.5092397,0.6306,0.4096,0.9091,101.845,98.8389,3.1758900000000003,180.952,0.5222720000000001,-0.0866158,0.608887,30.0,3.0,4.7059,7.7059,1.6176,0.5,0.9118,15.4412,PF/C,0
