,AFFILIATION,conf,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,porpag,adjoe,Rec Rank,ast/tov,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade/(dunksmade+dunksmiss),drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,mp,oreb,dreb,treb,ast,stl,blk,pts,Position,Class
743,Syracuse,ACC,34,58.6,125.7,13.2,61.3,64.19,10.3,15.7,5.7,16.1,45,62,0.726,76,124,0.613,0,0,0.0,11.3,1.3,50.0,Jr,2.49328,118.33,95.6,0.88466069,0.7808,0.38,0.931,95.2587,90.3125,3.20303,147.356,9.43975,1.9176,7.52215,23.6176,2.0882,2.9706,5.0588,0.6765,0.4706,1.9412,5.7941,C,0
744,Syracuse,ACC,31,85.1,110.1,25.5,55.3,59.21,10.1,19.3,10.5,17.3,136,191,0.7120000000000001,203,366,0.555,0,1,0.0,8.4,1.6,52.0,Sr,4.47593,123.287,95.6,0.60255955,0.7473,0.3516,0.9388,91.8354,86.7877,4.79852,226.749,7.72836,1.95364,5.77471,34.3226,3.0968,5.9032,9.0,1.5161,0.9355,2.4839,17.4839,C,0
745,Bowling Green,MAC,30,45.9,118.9,17.7,62.4,62.84,14.8,17.1,2.9,15.1,31,50,0.62,83,131,0.634,0,2,0.0,13.2,1.6,37.6,So,1.92162,114.065,,0.291625,0.7111,0.45,0.8947,93.1114,93.5789,2.05947,120.766,6.4163,0.696857,5.7194400000000005,18.6667,2.3667,2.6667,5.0333,0.2333,0.4667,2.2667,6.5667,C,0
746,Bowling Green,MAC,31,79.9,107.9,21.6,52.1,56.8,9.7,17.4,6.5,15.7,113,159,0.711,132,248,0.532,12,40,0.3,9.2,2.0,55.2,Jr,2.60778,111.192,,0.47370423,0.726,0.2524,0.9636,92.3067,92.83,4.08811,216.843,4.68107,-0.426464,5.1075300000000015,32.2258,2.7097,4.9355,7.6452,0.871,1.0645,2.7097,13.3226,PF/C,0
747,Bowling Green,MAC,30,67.1,115.8,25.1,59.3,62.31,11.5,21.0,7.2,16.5,101,142,0.711,139,237,0.586,18,43,0.419,11.3,1.5,50.7,Sr,3.6708,122.373,,0.43332471,0.6903,0.3902,0.9783,91.2274,91.5379,3.56104,192.802,7.98568,2.67221,5.31347,28.7742,2.8710000000000004,5.1613,8.0323,0.8387,0.7097,2.6452,14.8065,PF/C,0
748,Villanova,BE,29,40.3,102.9,14.5,45.6,49.2,2.7,12.1,10.8,17.1,23,30,0.767,26,54,0.481,21,72,0.292,1.6,1.5,23.8,Fr,0.938114,99.5687,45.4,1.27273926,0.4783,0.4483,1.0,104.234,99.3583,1.66359,89.1567,2.52038,1.36658,1.1538,18.069000000000006,0.4483,2.0,2.4483,0.9655,0.4483,0.2759,4.7586,Wing G,0
749,Villanova,BE,33,73.8,100.4,20.8,46.8,53.12,1.4,9.4,13.8,18.7,113,153,0.7390000000000001,75,162,0.463,39,123,0.317,1.2,3.2,53.7,So,2.47385,108.069,45.4,0.86155254,0.5612,0.3125,0.6667,95.9167,91.4519,3.5268900000000003,186.459,4.43347,2.04697,2.3865,30.0606,0.3636,2.4545,2.8182,1.6969999999999998,1.6061,0.303,11.5152,Combo G,0
750,Villanova,BE,34,71.6,114.4,23.4,59.4,62.24,3.6,10.6,19.3,19.3,102,142,0.718,87,154,0.565,70,169,0.414,1.9,2.6,44.0,Jr,3.5064300000000004,122.99,45.4,1.18422578,0.6216,0.4091,0.8182,97.1665,91.9066,3.75179,183.297,7.621739999999999,4.5898400000000015,3.0319,29.1471,0.8824,2.7647,3.6471,2.6471,1.2941,0.5,14.2941,Combo G,0
751,Villanova,BE,35,69.4,117.2,23.1,54.3,57.6,2.0,10.7,15.9,11.1,82,103,0.7959999999999999,91,182,0.5,79,204,0.387,1.3,3.8,26.7,Sr,4.21568,127.93,45.4,1.76191661,0.6067,0.3978,0.9231,91.7311,87.3203,3.97331,196.816,9.25433,6.50237,2.75196,28.7714,0.4571,2.6571,3.1143,2.1143,1.8,0.3429,14.3143,Combo G,0
752,Tennessee,SEC,33,38.7,82.8,13.9,40.3,43.23,3.9,6.3,7.9,25.2,16,25,0.64,26,61,0.426,9,37,0.243,3.3,2.1,25.5,Fr,-0.347157,77.8918,51.0,0.70003299,0.5789,0.3571,1.0,100.154,95.1624,1.67675,85.1826,1.24189,-1.90303,3.14492,15.7879,0.5152,0.8788,1.3939,0.6364,0.5455,0.5152,2.8788,Wing G,0
753,Tennessee,SEC,33,75.6,101.2,16.0,49.1,52.61,4.8,11.9,10.8,21.3,54,78,0.6920000000000001,90,169,0.5329999999999999,9,42,0.214,2.4,2.2,37.0,So,1.64002,99.5336,51.0,0.92728148,0.6176,0.4752,0.8333,98.0097,95.5386,3.18618,179.503,4.81439,1.70164,3.11275,30.697,1.2424,3.0909,4.3333,1.5455,1.0606,0.6970000000000001,7.9091,Wing G,0
754,Tennessee,SEC,36,76.0,118.9,16.3,53.1,56.84,3.0,8.1,9.9,13.0,67,85,0.7879999999999999,101,188,0.537,34,98,0.34700000000000003,2.8,1.6,29.7,Jr,3.21981,118.206,51.0,1.45942796,0.6163,0.4706,0.8667,100.726,96.3391,3.5174300000000005,168.12400000000005,6.923660000000001,3.75252,3.1711400000000003,30.6111,0.7778,2.1111,2.8889,1.5,0.75,0.8333,10.3056,Wing G,0
755,Tennessee,SEC,32,90.4,110.7,25.3,51.9,56.02,2.9,13.2,24.4,18.9,99,124,0.7979999999999999,138,271,0.509,46,128,0.359,2.0,3.8,31.1,Sr,4.88145,124.294,51.0,1.35298553,0.6901,0.445,1.0,101.953,97.3721,3.76925,210.401,5.88059,4.44294,1.43766,36.3125,0.875,3.5938,4.4688,3.5938,2.0938,0.5,16.0312,Combo G,0
756,Notre Dame,BE,34,59.4,110.0,15.6,52.5,54.67,4.9,16.7,7.9,12.2,28,37,0.757,44,81,0.5429999999999999,41,120,0.342,0.6,1.3,18.4,Fr,1.88629,107.22,80.8,1.25003536,0.6852,0.2593,0.8571,98.7538,94.7319,2.6076,137.119,2.91048,1.97325,0.937229,24.1176,0.9706,3.4412,4.4118,0.8824,0.5,0.1471,7.0294,Wing G,0
757,Notre Dame,BE,35,78.0,118.6,14.0,56.3,57.88,2.8,14.3,12.8,12.7,34,48,0.708,51,91,0.56,58,154,0.377,1.1,0.9,19.6,So,3.28521,114.254,80.8,2.41944227,0.7143,0.2222,0.7143,101.518,97.364,3.08928,172.68200000000004,6.14174,4.2552699999999986,1.88646,32.0857,0.7143,3.9714,4.6857,2.1429,0.4571,0.3429,8.8571,Wing G,0
758,Notre Dame,ACC,32,91.2,123.8,17.8,56.3,58.9,3.9,19.6,15.6,10.3,55,66,0.833,79,142,0.556,76,201,0.378,1.7,1.7,19.2,Jr,4.69043,124.742,80.8,2.71420754,0.6389,0.4789,1.0,106.57,101.654,3.54768,208.939,7.048489999999998,5.40792,1.6405599999999998,37.1875,1.1875,5.9062,7.0938,2.9688,1.0312,0.5625,13.7812,Wing G,0
759,Notre Dame,ACC,38,87.4,120.4,16.7,59.7,61.46,4.2,20.4,7.6,12.2,50,64,0.7809999999999999,73,136,0.537,93,220,0.423,2.7,1.3,18.0,Sr,4.26054,120.506,80.8,1.29544868,0.5604,0.4889,0.8462,100.175,95.063,3.94591,241.158,7.38353,5.662000000000001,1.72153,35.5526,1.0789,6.3421,7.4211,1.5,0.7105,0.9474,12.5,Stretch 4,0
760,Boston College,ACC,33,85.2,107.8,24.5,52.6,57.36,3.0,12.1,15.9,16.5,126,168,0.75,116,236,0.4920000000000001,50,127,0.394,0.2,2.1,46.3,Fr,4.12688,118.798,58.0,1.0273948,0.5618,0.449,1.0,106.574,101.921,2.83646,181.932,2.52052,3.36625,-0.84573,34.2121,0.7879,3.3636,4.1515,2.2727,1.1515,0.0606,15.3939,Combo G,0
761,Boston College,ACC,31,88.7,113.3,27.4,52.8,60.04,1.4,10.3,20.1,15.4,183,226,0.81,109,206,0.529,59,168,0.35100000000000003,0.2,1.4,60.4,So,5.30618,130.785,58.0,1.20271462,0.6269,0.3425,1.0,117.885,112.268,2.14397,148.968,2.51073,5.15795,-2.64722,36.1935,0.3871,2.9677,3.3548,2.8710000000000004,0.8065,0.0645,18.6452,Combo G,0
762,Boston College,ACC,32,92.6,107.3,29.5,51.9,55.32,2.6,11.5,29.1,15.0,110,145,0.759,160,312,0.513,65,184,0.353,0.1,2.1,29.2,Jr,5.29783,126.615,58.0,1.58828408,0.6176,0.3873,,105.077,100.2,3.49686,190.068,5.48991,5.77286,-0.282953,37.625,0.75,3.4688,4.2188,4.2188,1.2812,0.0312,19.5312,Scoring PG,0
763,Kentucky,SEC,40,78.5,102.6,21.8,41.7,50.61,3.0,8.1,23.9,23.6,159,208,0.764,88,236,0.373,33,94,0.35100000000000003,0.7,1.0,63.0,Fr,2.57235,111.307,99.2,1.45871561,0.4842,0.2958,0.0,105.004,98.7855,3.36453,176.457,1.96769,1.8097,0.157996,31.675,0.8,2.35,3.15,3.975,0.525,0.225,10.85,Scoring PG,0
764,Kentucky,SEC,39,63.1,111.6,21.8,44.6,53.13,1.7,8.1,26.0,18.4,126,159,0.792,65,173,0.376,36,94,0.383,0.9,2.5,59.6,So,3.05006,120.221,99.2,2.17190735,0.6034,0.2609,1.0,88.0517,83.4197,3.85282,165.03400000000005,7.024,4.43846,2.58554,25.4872,0.3333,1.8974,2.2308,3.5641,1.0256,0.2051,9.3333,Scoring PG,0
765,William & Mary,SEC,35,79.1,119.4,28.9,54.4,58.01,7.1,11.9,15.4,11.6,149,200,0.745,178,341,0.522,78,201,0.388,1.2,2.9,36.9,Sr,5.74501,136.561,,1.17188009,,,,97.0415,94.222,3.52041,205.185,7.723439999999999,7.8662800000000015,-0.142843,31.8857,2.0286,3.4571,5.4857,2.1429,1.6,0.3714,21.1143,,0
766,William & Mary,SEC,32,22.2,75.1,15.8,37.3,38.46,9.4,14.3,7.9,29.9,10,24,0.417,16,43,0.3720000000000001,2,8,0.25,6.7,2.3,47.1,Fr,-0.382028,72.9084,76.0,0.5651085,0.48,0.2222,0.6667,94.3445,90.4576,1.15923,60.5156,1.32248,-3.43489,4.75737,9.375,0.7188,1.2188,1.9375,0.4062,0.3438,0.5938,1.5,PF/C,0
767,William & Mary,SEC,27,46.5,73.7,14.9,29.5,33.58,7.9,18.0,7.2,23.2,20,36,0.556,25,88,0.284,4,17,0.235,2.7,1.2,34.3,So,-0.970854,71.6839,76.0,0.65626058,0.3889,0.2115,1.0,100.908,95.8407,2.33869,100.923,-2.16779,-4.39502,2.22724,22.2963,1.5556,3.2222,4.7778,0.7778,0.4074,0.4815,3.037,PF/C,0
768,William & Mary,CAA,31,69.8,83.3,27.4,42.3,46.81,1.6,8.9,12.0,20.9,77,110,0.7,78,204,0.382,36,108,0.333,0.5,0.8,35.3,Fr,0.621051,90.7591,19.2,0.50631771,0.4353,0.3445,0.6,114.394,113.874,1.20853,110.232,-8.098139999999999,-3.82232,-4.27582,28.0323,0.3548,2.0323,2.3871,1.2903,0.3548,0.129,11.0,Wing G,0
769,William & Mary,SEC,9,15.2,81.7,15.7,37.9,41.87,8.9,14.9,10.6,26.6,9,16,0.563,11,27,0.407,1,6,0.16699999999999998,4.9,1.0,48.5,Jr,-0.42975,78.1962,76.0,0.69232902,0.5,0.2727,,96.8186,94.3367,2.37682,35.0499,0.692746,-2.5491,3.24185,22.0,1.5556,2.8889,4.4444,1.0,0.3333,0.8889,3.7778,PF/C,0
770,William & Mary,CAA,29,89.2,107.4,27.5,55.5,59.75,1.4,7.4,18.6,19.3,108,131,0.8240000000000001,86,193,0.446,90,205,0.439,1.5,1.5,32.9,So,4.03759,116.53,19.2,0.91010105,0.52,0.3723,0.7778,109.103,111.725,1.75473,149.64700000000005,-0.313477,3.28646,-3.59993,36.5862,0.3793,2.3793,2.7586,2.7931,0.8621,0.5172,18.9655,Combo G,0
771,William & Mary,SEC,34,64.5,99.7,19.6,44.9,50.25,10.4,16.6,4.0,17.8,88,136,0.647,90,206,0.4370000000000001,5,11,0.455,5.8,1.3,62.7,Jr,1.37609,103.066,76.0,0.31373334,0.6147,0.2371,0.7778,99.9003,96.8707,2.93543,165.798,1.7732,-0.886368,2.65957,25.9706,2.2353,3.8529,6.0882,0.4706,0.5294,1.3235,8.3235,PF/C,0
772,William & Mary,CAA,30,89.1,107.0,27.3,53.9,57.44,0.8,6.9,16.2,14.9,104,136,0.765,94,206,0.456,89,216,0.412,0.7,1.8,32.2,Jr,3.55344,116.407,19.2,1.09857607,0.5488,0.3952,0.7778,113.623,115.078,1.80687,148.207,-1.00754,2.9980900000000004,-4.00563,35.8,0.2333,2.0333,2.2667,2.6,1.0333,0.2333,18.6333,Combo G,0
773,William & Mary,SEC,31,67.0,106.8,22.5,49.6,54.3,7.1,20.5,8.7,13.8,103,149,0.691,126,251,0.502,9,30,0.3,4.3,1.6,53.0,Sr,2.93749,115.102,76.0,0.69566684,0.6742,0.3025,0.9231,93.1585,88.7619,3.8219,189.622,4.72743,1.25072,3.47671,29.1935,1.7097,5.5806,7.2903,1.0323,0.7419,1.129,12.3226,PF/C,0
774,William & Mary,CAA,31,93.2,111.7,27.2,55.6,59.66,1.0,7.5,17.9,14.5,117,142,0.8240000000000001,111,211,0.526,94,242,0.388,0.4,1.1,31.3,Sr,4.73948,122.04,19.2,1.23378896,0.6667,0.4018,0.875,110.674,111.551,2.05055,149.321,-0.6027060000000001,4.08968,-4.69238,36.6667,0.2727,2.5152,2.7879,2.8788,0.6364,0.1212,19.9697,Combo G,0
775,Louisiana State,SEC,35,79.1,119.4,28.9,54.4,58.01,7.1,11.9,15.4,11.6,149,200,0.745,178,341,0.522,78,201,0.388,1.2,2.9,36.9,Sr,5.74501,136.561,,1.17188009,,,,97.0415,94.222,3.52041,205.185,7.723439999999999,7.8662800000000015,-0.142843,31.8857,2.0286,3.4571,5.4857,2.1429,1.6,0.3714,21.1143,,0
776,Louisiana State,SEC,32,22.2,75.1,15.8,37.3,38.46,9.4,14.3,7.9,29.9,10,24,0.417,16,43,0.3720000000000001,2,8,0.25,6.7,2.3,47.1,Fr,-0.382028,72.9084,76.0,0.5651085,0.48,0.2222,0.6667,94.3445,90.4576,1.15923,60.5156,1.32248,-3.43489,4.75737,9.375,0.7188,1.2188,1.9375,0.4062,0.3438,0.5938,1.5,PF/C,0
777,Louisiana State,SEC,27,46.5,73.7,14.9,29.5,33.58,7.9,18.0,7.2,23.2,20,36,0.556,25,88,0.284,4,17,0.235,2.7,1.2,34.3,So,-0.970854,71.6839,76.0,0.65626058,0.3889,0.2115,1.0,100.908,95.8407,2.33869,100.923,-2.16779,-4.39502,2.22724,22.2963,1.5556,3.2222,4.7778,0.7778,0.4074,0.4815,3.037,PF/C,0
778,Louisiana State,CAA,31,69.8,83.3,27.4,42.3,46.81,1.6,8.9,12.0,20.9,77,110,0.7,78,204,0.382,36,108,0.333,0.5,0.8,35.3,Fr,0.621051,90.7591,19.2,0.50631771,0.4353,0.3445,0.6,114.394,113.874,1.20853,110.232,-8.098139999999999,-3.82232,-4.27582,28.0323,0.3548,2.0323,2.3871,1.2903,0.3548,0.129,11.0,Wing G,0
779,Louisiana State,SEC,9,15.2,81.7,15.7,37.9,41.87,8.9,14.9,10.6,26.6,9,16,0.563,11,27,0.407,1,6,0.16699999999999998,4.9,1.0,48.5,Jr,-0.42975,78.1962,76.0,0.69232902,0.5,0.2727,,96.8186,94.3367,2.37682,35.0499,0.692746,-2.5491,3.24185,22.0,1.5556,2.8889,4.4444,1.0,0.3333,0.8889,3.7778,PF/C,0
780,Louisiana State,CAA,29,89.2,107.4,27.5,55.5,59.75,1.4,7.4,18.6,19.3,108,131,0.8240000000000001,86,193,0.446,90,205,0.439,1.5,1.5,32.9,So,4.03759,116.53,19.2,0.91010105,0.52,0.3723,0.7778,109.103,111.725,1.75473,149.64700000000005,-0.313477,3.28646,-3.59993,36.5862,0.3793,2.3793,2.7586,2.7931,0.8621,0.5172,18.9655,Combo G,0
781,Louisiana State,SEC,34,64.5,99.7,19.6,44.9,50.25,10.4,16.6,4.0,17.8,88,136,0.647,90,206,0.4370000000000001,5,11,0.455,5.8,1.3,62.7,Jr,1.37609,103.066,76.0,0.31373334,0.6147,0.2371,0.7778,99.9003,96.8707,2.93543,165.798,1.7732,-0.886368,2.65957,25.9706,2.2353,3.8529,6.0882,0.4706,0.5294,1.3235,8.3235,PF/C,0
782,Louisiana State,CAA,30,89.1,107.0,27.3,53.9,57.44,0.8,6.9,16.2,14.9,104,136,0.765,94,206,0.456,89,216,0.412,0.7,1.8,32.2,Jr,3.55344,116.407,19.2,1.09857607,0.5488,0.3952,0.7778,113.623,115.078,1.80687,148.207,-1.00754,2.9980900000000004,-4.00563,35.8,0.2333,2.0333,2.2667,2.6,1.0333,0.2333,18.6333,Combo G,0
783,Louisiana State,SEC,31,67.0,106.8,22.5,49.6,54.3,7.1,20.5,8.7,13.8,103,149,0.691,126,251,0.502,9,30,0.3,4.3,1.6,53.0,Sr,2.93749,115.102,76.0,0.69566684,0.6742,0.3025,0.9231,93.1585,88.7619,3.8219,189.622,4.72743,1.25072,3.47671,29.1935,1.7097,5.5806,7.2903,1.0323,0.7419,1.129,12.3226,PF/C,0
784,Louisiana State,CAA,31,93.2,111.7,27.2,55.6,59.66,1.0,7.5,17.9,14.5,117,142,0.8240000000000001,111,211,0.526,94,242,0.388,0.4,1.1,31.3,Sr,4.73948,122.04,19.2,1.23378896,0.6667,0.4018,0.875,110.674,111.551,2.05055,149.321,-0.6027060000000001,4.08968,-4.69238,36.6667,0.2727,2.5152,2.7879,2.8788,0.6364,0.1212,19.9697,Combo G,0
785,California-Los Angeles,P12,32,44.2,96.8,15.7,45.6,46.58,1.9,13.7,12.2,15.9,9,14,0.643,32,79,0.405,24,70,0.343,1.8,1.6,9.4,Fr,0.587565,93.9219,89.6,1.60851424,0.5135,0.3095,1.0,99.0608,97.1725,1.7907,92.0277,0.806276,-0.142067,0.948342,17.6875,0.2812,2.0,2.2812,1.1562,0.4688,0.2812,4.5312,Wing G,0
786,California-Los Angeles,P12,35,54.4,96.1,14.5,50.8,52.74,0.6,9.8,8.3,19.5,27,40,0.675,52,90,0.578,27,92,0.293,2.2,1.9,22.0,So,0.7077359999999999,93.2706,89.6,0.97365757,0.6897,0.375,0.8333,100.571,96.3437,2.2335,133.078,2.59829,0.499896,2.09839,22.0857,0.1143,2.0571,2.1714,1.0571,0.7143,0.5143,6.0571,Wing G,0
787,California-Los Angeles,P12,37,63.9,119.5,19.2,56.8,61.08,3.0,9.6,11.8,11.8,96,123,0.78,133,219,0.607,20,68,0.294,1.8,3.1,42.9,Jr,3.14472,123.144,89.6,1.65793583,0.726,0.375,0.9474,100.826,96.2664,2.96353,176.831,5.97023,3.98319,1.98704,25.7297,0.6486,2.1892,2.8378,1.7027,1.3784,0.3784,11.4054,Combo G,0
788,California-Los Angeles,P12,36,85.7,104.9,24.0,49.7,53.99,1.9,13.3,12.8,15.8,127,169,0.7509999999999999,175,348,0.503,38,119,0.319,1.5,3.2,36.2,Sr,3.70038,116.502,89.6,0.93749446,0.6083,0.3282,0.8947,98.9771,94.5606,3.90771,244.879,5.02166,2.84666,2.17499,34.5278,0.5833,4.1111,4.6944,2.0833,1.8333,0.4444,16.4167,Wing G,0
789,Kentucky,SEC,39,34.1,112.8,19.8,56.9,54.78,17.0,15.0,4.2,13.7,38,85,0.447,82,144,0.569,0,0,0.0,4.3,1.0,59.0,Fr,1.55082,119.679,98.2,0.44009361,0.6421,0.4286,1.0,99.7456,93.8867,1.73507,98.6969,4.24905,3.04515,1.2039,14.1026,2.0256,1.9231,3.9487,0.2821,0.2308,0.5897,5.1795,C,0
790,Kentucky,SEC,39,40.3,108.6,23.1,50.6,55.26,13.4,19.1,8.9,17.9,90,144,0.625,79,156,0.506,0,0,0.0,6.1,1.4,92.3,So,1.87012,118.821,98.2,0.69050052,0.6374,0.3231,1.0,81.6239,77.33,2.80209,135.759,8.05064,2.62561,5.42504,16.2821,1.7179,2.8718,4.5897,0.7436,0.359,0.9231,6.359,C,0
791,Iowa,B10,35,59.6,111.7,22.9,53.5,57.56,10.1,17.8,7.7,15.0,100,143,0.6990000000000001,119,209,0.569,17,61,0.279,3.0,2.2,53.0,Fr,2.89969,119.418,66.4,0.63264286,0.6776,0.2857,0.9143,104.053,98.7793,2.27958,161.789,4.30651,3.76943,0.537076,23.8286,2.0857,3.6,5.6857,0.8857,0.8857,0.6571,11.1143,Wing F,0
792,Iowa,B10,37,72.4,114.5,22.1,49.7,58.13,9.0,13.8,9.8,15.0,189,252,0.75,125,230,0.5429999999999999,14,64,0.219,2.5,2.3,85.7,So,3.89611,122.688,66.4,0.81666257,0.6667,0.3125,0.9492,93.119,89.2509,3.682,206.447,7.68341,4.69369,2.98972,29.2432,2.3514,3.7297,6.0811,1.3243,1.1081,0.6757,13.0,Wing F,0
793,Iowa,B10,33,69.3,122.6,19.9,60.0,65.95,6.8,19.0,12.2,18.2,130,161,0.807,135,214,0.631,8,31,0.258,2.3,2.0,65.7,Jr,3.94825,128.75799999999998,66.4,1.01694727,0.7279,0.4179,0.9444,97.7295,93.8032,3.44896,188.996,8.18647,5.42431,2.76216,28.1212,1.6969999999999998,4.9697,6.6667,1.8182,0.9697,0.5758,12.8485,Wing F,0
794,Iowa,B10,34,78.1,128.1,23.0,55.3,63.26,7.7,18.5,10.2,10.3,195,238,0.8190000000000001,150,269,0.5579999999999999,21,59,0.35600000000000004,1.7,2.6,72.6,Sr,5.86665,139.52,66.4,1.17074391,0.7273,0.2981,0.8857,93.0969,88.11399999999998,4.2591199999999985,218.074,10.4434,7.34678,3.09665,31.4706,2.0882,5.2059,7.2941,1.4118,1.3235,0.4706,16.4118,Wing F,0
795,Eastern Washington,BSky,21,23.4,111.7,23.7,62.6,61.1,2.9,14.3,26.3,17.5,10,23,0.435,35,58,0.603,23,53,0.434,0.9,3.0,20.7,Fr,1.42695,113.526,,1.47619998,0.7857,0.4333,,104.219,105.67,0.974716,57.8271,2.2375700000000003,3.77769,-1.5401200000000002,14.0476,0.381,1.9048,2.2857,1.4762,0.7143,0.1429,7.0952,Scoring PG,0
796,Eastern Washington,BSky,29,94.2,121.0,25.2,55.5,61.62,2.2,10.3,15.0,12.8,156,174,0.897,95,210,0.452,101,234,0.4320000000000001,0.7,1.8,39.2,So,4.83462,124.64,,1.22582896,0.5213,0.3966,1.0,110.982,112.005,2.312,170.99200000000005,2.15879,4.735119999999998,-2.57633,37.8621,0.7241,3.5517,4.2759,2.6207,1.1724,0.2759,22.3793,Combo G,0
797,Eastern Washington,BSky,29,84.1,122.6,26.2,57.6,62.46,2.1,9.2,13.2,12.2,143,167,0.856,90,174,0.517,114,279,0.409,0.3,1.7,36.9,Jr,5.50996,128.21,,1.28125,0.5761,0.4512,1.0,111.75,111.595,2.0347,160.19799999999995,1.94267,5.96747,-4.02479,36.9375,0.625,3.0,3.625,2.5625,1.125,0.125,23.0625,Combo G,0
798,St. John's (NY),BE,32,74.6,87.2,15.5,42.1,44.17,4.7,12.5,10.2,21.9,36,65,0.5539999999999999,77,171,0.45,7,37,0.189,3.3,3.2,31.3,Fr,0.05772090000000001,84.9059,93.4,0.89085414,0.6095,0.197,0.96,102.447,97.6981,2.96782,188.041,1.82326,-1.05628,2.87954,29.9688,1.2812,3.3438,4.625,1.5312,1.5938,0.9062,6.5938,Wing G,0
799,St. John's (NY),BE,32,64.4,102.6,16.2,53.8,56.81,4.6,17.1,20.2,24.2,52,79,0.6579999999999999,71,130,0.546,9,27,0.333,3.4,3.2,50.3,So,1.59843,101.178,93.4,1.59656411,0.7188,0.3788,0.9231,92.3219,88.0221,3.50532,193.194,6.0549300000000015,1.03684,5.01809,26.875,1.1875,4.3125,5.5,2.8438,1.4375,0.9062,6.9062,Wing G,0
800,St. John's (NY),BE,33,51.9,99.7,17.3,44.8,51.04,2.9,13.6,15.9,19.5,57,78,0.731,64,133,0.481,3,20,0.15,5.4,3.4,51.0,Jr,0.805221,98.8622,93.4,1.52503916,0.6364,0.2679,0.8571,95.031,90.558,2.81827,148.584,4.8086400000000005,-0.397534,5.206169999999998,21.1515,0.5455,2.6061,3.1515,1.8485,1.2121,1.0606,5.8788,Wing G,0
801,St. John's (NY),BE,32,86.5,111.1,21.9,53.1,56.99,6.2,17.5,18.3,15.8,100,138,0.725,169,299,0.565,2,25,0.08,7.6,3.2,42.6,Sr,4.15066,119.959,93.4,1.48485005,0.7552,0.3935,0.9722,92.9027,87.4601,4.797630000000002,262.406,10.5125,3.74931,6.7632,34.6364,1.9394,5.7273,7.6667,2.9697,1.9091,2.4242,13.697,PF/C,0
802,Massachusetts,A10,14,13.9,100.3,22.7,57.7,58.39,15.9,23.2,2.9,25.2,12,20,0.6,35,59,0.593,4,12,0.333,10.3,0.0,28.2,Fr,1.02833,104.295,64.2,0.13637521,0.6444,0.4286,1.0,93.4354,95.138,1.60904,48.5116,0.263104,-2.0364,2.2995,14.8571,2.2857,3.3571,5.6429,0.2143,0.0,1.5,6.7143,C,0
803,Massachusetts,A10,32,53.3,111.1,19.0,55.7,59.44,15.2,21.2,2.3,18.8,64,89,0.7190000000000001,101,175,0.5770000000000001,1,9,0.111,6.2,1.0,48.4,So,2.23759,113.246,64.2,0.17778409,0.6424,0.1667,1.0,97.9974,94.5722,2.38932,150.269,1.89044,0.746624,1.14381,22.0625,3.0,4.375,7.375,0.25,0.4062,1.375,8.4062,C,0
804,Massachusetts,A10,33,72.2,108.8,18.8,55.7,58.45,12.1,17.4,1.2,18.2,82,122,0.672,143,254,0.563,2,8,0.25,6.9,1.0,46.6,Jr,2.4746,112.393,64.2,0.10168354,0.6436,0.25,0.9063,96.8706,93.6837,3.60521,199.749,2.71299,-0.0692914,2.78228,28.9697,3.1212,4.8182,7.9394,0.1818,0.5152,2.1818,11.3333,C,0
805,Massachusetts,A10,32,72.0,101.5,21.6,55.8,58.19,13.5,23.4,2.4,23.1,91,143,0.636,135,232,0.5820000000000001,3,18,0.16699999999999998,6.5,1.2,57.2,Sr,2.19988,107.411,64.2,0.125,0.6723,0.2909,0.9474,97.8142,95.4653,3.19238,200.087,1.05226,-0.665003,1.7172599999999998,29.0312,3.4375,6.0625,9.5,0.3125,0.5938,1.9062,11.5625,C,0
806,Michigan State,B10,31,43.1,110.0,21.6,57.7,58.39,13.3,12.5,9.5,19.0,41,69,0.594,109,186,0.586,0,3,0.0,4.8,2.8,36.5,Fr,2.36873,117.547,97.0,0.67442869,0.7099,0.2909,0.9412,89.7086,84.4402,2.99021,127.471,8.45541,3.3885400000000003,5.06688,20.6452,2.1613,2.3226,4.4839,0.9355,0.9355,0.8387,8.3548,PF/C,0
807,Michigan State,B10,35,67.6,101.0,20.3,53.5,53.94,10.0,15.3,10.7,21.7,42,78,0.5379999999999999,136,249,0.546,0,5,0.0,3.7,3.7,30.7,So,2.26621,108.067,97.0,0.70150972,0.6879,0.3146,0.9655,88.7456,82.7557,4.0468199999999985,199.879,8.17572,2.36755,5.80817,27.0286,2.1429,3.6571,5.8,1.3429,1.6,0.8857,8.9714,PF/C,0
808,Michigan State,B10,28,51.6,123.3,19.3,61.3,62.2,13.0,21.3,11.7,14.2,42,64,0.6559999999999999,136,221,0.615,0,1,0.0,3.7,2.7,28.8,Jr,4.09127,129.739,97.0,1.27782534,0.7397,0.3733,0.9167,93.9835,89.4706,3.91202,171.325,10.0994,5.34494,4.7544900000000005,28.2857,2.9643,5.3571,8.3214,1.6429,1.25,0.8929,11.2143,PF/C,0
